재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기 1분기 3개월 	당기 1분기 누적 	전기 1분기 3개월 	전기 1분기 누적 	전기	전전기
손익계산서, 기능별 분류 - 연결	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2025-03-31	1분기보고서	KRW	ifrs-full_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod	      지분법이익(손실)	7,498,742,138	7,498,742,138	1,626,518,067	1,626,518,067		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)	52,501,423,092	52,501,423,092	41,041,920,896	41,041,920,896		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-03-31	1분기보고서	KRW	dart_OtherGains	      기타이익	4,433,987,961	4,433,987,961	13,375,535,659	13,375,535,659		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-03-31	1분기보고서	KRW	dart_OtherLosses	      기타손실	5,824,502,715	5,824,502,715	4,552,804,672	4,552,804,672		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-03-31	1분기보고서	KRW	dart_ProfitsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod	      지분법이익	12,942	12,942	14,083,339	14,083,339		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-03-31	1분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비	51,999,655,809	51,999,655,809	44,397,443,160	44,397,443,160		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	      매출원가	192,879,523,025	192,879,523,025	176,058,804,709	176,058,804,709		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         기본주당이익(손실)	1,132	1,132	1,051	1,051		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	         희석주당이익(손실)	1,132	1,132	1,051	1,051		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	      금융원가	6,381,527,952	6,381,527,952	1,756,950,970	1,756,950,970		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	      금융수익	12,873,797,418	12,873,797,418	12,012,716,233	12,012,716,233		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	      매출총이익	104,501,078,901	104,501,078,901	85,439,364,056	85,439,364,056		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)	11,702,987,315	11,702,987,315	16,221,601,741	16,221,601,741		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	      당기순이익(손실)	45,900,203,431	45,900,203,431	43,912,898,744	43,912,898,744		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분에 귀속되는 당기순이익(손실)	-224,809,582	-224,809,582	0	0		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업의 소유주에게 귀속되는 당기순이익(손실)	46,125,013,013	46,125,013,013	43,912,898,744	43,912,898,744		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)	57,603,190,746	57,603,190,746	60,134,500,485	60,134,500,485		
손익계산서, 기능별 분류 - 연결	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_Revenue	      수익(매출액)	297,380,601,926	297,380,601,926	261,498,168,765	261,498,168,765		
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-03-31	1분기보고서	KRW	dart_NonOperatingExpense	      기타비용	19,667,557,369	19,667,557,369	31,037,093,702	31,037,093,702		
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-03-31	1분기보고서	KRW	dart_NonOperatingIncome	      기타수익	31,716,703,405	31,716,703,405	24,430,553,033	24,430,553,033		
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	      영업이익	105,352,621,600	105,352,621,600	172,346,878,857	172,346,878,857		
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	      매출원가	1,060,002,485,831	1,060,002,485,831	1,027,637,319,187	1,027,637,319,187		
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-03-31	1분기보고서	KRW	dart_BasicEarningsLossPerSharePreferredStock	         우선주 기본 및 희석주당이익	-1,028	-1,028	1,010	1,010		
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         보통주 기본 및 희석주당이익	-1,040	-1,040	998	998		
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	      금융비용	84,942,497,856	84,942,497,856	135,378,769,071	135,378,769,071		
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	      금융수익	11,371,553,099	11,371,553,099	35,355,722,438	35,355,722,438		
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	      매출총이익	326,568,114,366	326,568,114,366	376,471,610,670	376,471,610,670		
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용	8,845,452,351	8,845,452,351	17,196,689,990	17,196,689,990		
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	      분기순이익(손실)	-19,466,337,945	-19,466,337,945	32,102,474,161	32,102,474,161		
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분	4,040,039,866	4,040,039,866	9,511,876,774	9,511,876,774		
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업소유주지분	-23,506,377,811	-23,506,377,811	22,590,597,387	22,590,597,387		
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)	-10,620,885,594	-10,620,885,594	49,299,164,151	49,299,164,151		
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_Revenue	      매출액	1,386,570,600,197	1,386,570,600,197	1,404,108,929,857	1,404,108,929,857	5,615,368,000,000	
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_SellingGeneralAndAdministrativeExpense	      판매비및관리비	221,215,492,766	221,215,492,766	204,124,731,813	204,124,731,813		
손익계산서, 기능별 분류 - 연결	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod	      지분법투자손익	-54,451,708,473	-54,451,708,473	-16,418,127,404	-16,418,127,404		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-03-31	1분기보고서	KRW	dart_NonOperatingExpense	      기타비용	48,764,923,791	48,764,923,791	63,903,974,740	63,903,974,740		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-03-31	1분기보고서	KRW	dart_NonOperatingIncome	      기타수익	28,633,933,240	28,633,933,240	30,107,660,104	30,107,660,104		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)	80,971,204,104	80,971,204,104	60,891,558,247	60,891,558,247		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-03-31	1분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비	112,138,127,936	112,138,127,936	120,065,875,261	120,065,875,261		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	      매출원가	1,615,055,796,929	1,615,055,796,929	1,709,580,171,805	1,709,580,171,805		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-03-31	1분기보고서	KRW	dart_BasicEarningsLossPerSharePreferredStock	         우선주 기본 및 희석주당이익(손실)	754	754	389	389		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         보통주 기본 및 희석주당이익(손실)	741	741	655	655		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	      금융원가	60,177,706,790	60,177,706,790	14,536,337,599	14,536,337,599		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	      금융수익	32,849,281,446	32,849,281,446	50,930,813,336	50,930,813,336		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	      매출총이익	193,109,332,040	193,109,332,040	180,957,433,508	180,957,433,508		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)	12,279,393,174	12,279,393,174	18,134,004,391	18,134,004,391		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	      분기순이익	30,245,048,232	30,245,048,232	25,988,447,362	25,988,447,362		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업소유주지분	30,245,048,232	30,245,048,232	25,988,447,362	25,988,447,362		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)	42,524,441,406	42,524,441,406	44,122,451,753	44,122,451,753		
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-03-31	1분기보고서	KRW	ifrs-full_Revenue	      매출액	1,808,165,128,969	1,808,165,128,969	1,890,537,605,313	1,890,537,605,313	1,890,538,000,000	
손익계산서, 기능별 분류 - 연결	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-03-31	1분기보고서	KRW	ifrs-full_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod	      지분법투자주식평가이익(손실)	9,012,653,197	9,012,653,197	-19,367,267,595	-19,367,267,595		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2025-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)	51,779,057,023	51,779,057,023	117,843,340,875	117,843,340,875		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2025-03-31	1분기보고서	KRW	dart_OtherGains	      기타수익	27,279,883,379	27,279,883,379	23,042,337,655	23,042,337,655		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2025-03-31	1분기보고서	KRW	dart_OtherLosses	      기타비용	19,129,020,421	19,129,020,421	30,773,371,092	30,773,371,092		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2025-03-31	1분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비및관리비	210,464,953,874	210,464,953,874	191,262,051,390	191,262,051,390		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2025-03-31	1분기보고서	KRW	entity01524817_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociatesOfIncomeStatementAbstract	      지분법평가손익	-60,137,629,464	-60,137,629,464	-25,299,775,814	-25,299,775,814		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	      매출원가	960,670,379,073	960,670,379,073	920,644,439,760	920,644,439,760		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         보통주 기본 및 희석 주당이익(손실)	-7,291	-7,291	-1,691	-1,691		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	      금융비용	67,886,616,873	67,886,616,873	112,959,230,273	112,959,230,273		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	      금융수익	4,312,590,160	4,312,590,160	25,488,179,601	25,488,179,601		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	      매출총이익	262,244,010,897	262,244,010,897	309,105,392,265	309,105,392,265		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)	3,986,924,175	3,986,924,175	12,623,551,958	12,623,551,958		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	      분기순이익(손실)	-67,768,660,371	-67,768,660,371	-15,282,071,006	-15,282,071,006		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분	-1,192,131,920	-1,192,131,920	160,318,670	160,318,670		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업 소유주지분	-66,576,528,451	-66,576,528,451	-15,442,389,676	-15,442,389,676		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)	-63,781,736,196	-63,781,736,196	-2,658,519,048	-2,658,519,048		
손익계산서, 기능별 분류 - 연결	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_Revenue	      매출액	1,222,914,389,970	1,222,914,389,970	1,229,749,832,025	1,229,749,832,025		
