재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기 1분기 3개월 	당기 1분기 누적 	전기 1분기 3개월 	전기 1분기 누적 	전기	전전기
손익계산서, 기능별 분류 - 별도	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2025-03-31	1분기보고서	KRW	ifrs-full_OtherRevenue	         기타수익	1,479,943,000	1,479,943,000				
손익계산서, 기능별 분류 - 별도	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2025-03-31	1분기보고서	KRW	ifrs-full_RevenueFromDividends	         배당금수익	22,533,708,000	22,533,708,000				
손익계산서, 기능별 분류 - 별도	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2025-03-31	1분기보고서	KRW	ifrs-full_RevenueFromRoyalties	         로열티수익	26,653,394,000	26,653,394,000				
손익계산서, 기능별 분류 - 별도	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2025-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)	56,314,018,372	56,314,018,372	77,564,865,495	77,564,865,495		
손익계산서, 기능별 분류 - 별도	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2025-03-31	1분기보고서	KRW	dart_OtherGains	      기타이익	1,445,478,647	1,445,478,647	1,360,154,972	1,360,154,972		
손익계산서, 기능별 분류 - 별도	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2025-03-31	1분기보고서	KRW	dart_OtherLosses	      기타손실	3,325,777,636	3,325,777,636	2,559,577,797	2,559,577,797		
손익계산서, 기능별 분류 - 별도	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2025-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	      매출원가	1,766,499,053,742	1,766,499,053,742	1,775,282,515,932	1,775,282,515,932		
손익계산서, 기능별 분류 - 별도	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2025-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         지배기업 소유주 기본주당이익	3,105	3,105	3,838	3,838		
손익계산서, 기능별 분류 - 별도	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2025-03-31	1분기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	         지배기업 소유주 희석주당이익	3,105	3,105	3,838	3,838		
손익계산서, 기능별 분류 - 별도	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2025-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	      금융원가	37,043,914,405	37,043,914,405	33,643,969,752	33,643,969,752		
손익계산서, 기능별 분류 - 별도	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2025-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	      금융수익	54,812,332,121	54,812,332,121	49,244,771,487	49,244,771,487		
손익계산서, 기능별 분류 - 별도	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2025-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	      매출총이익	211,042,530,414	211,042,530,414	228,331,003,333	228,331,003,333		
손익계산서, 기능별 분류 - 별도	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2025-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용	6,335,390,433	6,335,390,433	12,597,395,443	12,597,395,443		
손익계산서, 기능별 분류 - 별도	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2025-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	      분기순이익	65,866,746,666	65,866,746,666	79,368,848,962	79,368,848,962		
손익계산서, 기능별 분류 - 별도	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2025-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익	72,202,137,099	72,202,137,099	91,966,244,405	91,966,244,405		
손익계산서, 기능별 분류 - 별도	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2025-03-31	1분기보고서	KRW	ifrs-full_Revenue	      매출액	1,977,541,584,156	1,977,541,584,156	2,003,613,519,265	2,003,613,519,265		
손익계산서, 기능별 분류 - 별도	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2025-03-31	1분기보고서	KRW	ifrs-full_SellingGeneralAndAdministrativeExpense	      판매비와관리비	154,728,512,042	154,728,512,042	150,766,137,838	150,766,137,838		
손익계산서, 기능별 분류 - 별도	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)	56,043,110,133	56,043,110,133	38,169,958,272	38,169,958,272		
손익계산서, 기능별 분류 - 별도	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-03-31	1분기보고서	KRW	dart_OtherGains	      기타이익	5,132,822,201	5,132,822,201	12,466,754,904	12,466,754,904		
손익계산서, 기능별 분류 - 별도	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-03-31	1분기보고서	KRW	dart_OtherLosses	      기타손실	4,577,128,288	4,577,128,288	3,182,243,047	3,182,243,047		
손익계산서, 기능별 분류 - 별도	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-03-31	1분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비	39,370,855,505	39,370,855,505	34,229,852,544	34,229,852,544		
손익계산서, 기능별 분류 - 별도	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	      매출원가	176,992,544,809	176,992,544,809	161,921,454,307	161,921,454,307		
손익계산서, 기능별 분류 - 별도	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         기본주당이익(손실)	1,180	1,180	975	975		
손익계산서, 기능별 분류 - 별도	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	         희석주당이익(손실)	1,180	1,180	975	975		
손익계산서, 기능별 분류 - 별도	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	      금융원가	3,813,765,664	3,813,765,664	1,681,969,226	1,681,969,226		
손익계산서, 기능별 분류 - 별도	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	      금융수익	8,042,504,509	8,042,504,509	10,010,177,278	10,010,177,278		
손익계산서, 기능별 분류 - 별도	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	      매출총이익	95,413,965,638	95,413,965,638	72,399,810,816	72,399,810,816		
손익계산서, 기능별 분류 - 별도	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)	12,739,772,017	12,739,772,017	15,064,350,308	15,064,350,308		
손익계산서, 기능별 분류 - 별도	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	      당기순이익(손실)	48,087,770,874	48,087,770,874	40,718,327,873	40,718,327,873		
손익계산서, 기능별 분류 - 별도	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)	60,827,542,891	60,827,542,891	55,782,678,181	55,782,678,181		
손익계산서, 기능별 분류 - 별도	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_Revenue	      수익(매출액)	272,406,510,447	272,406,510,447	234,321,265,123	234,321,265,123		
손익계산서, 기능별 분류 - 별도	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-03-31	1분기보고서	KRW	dart_NonOperatingExpense	      기타비용	211,720	211,720	147,494,913	147,494,913		
손익계산서, 기능별 분류 - 별도	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-03-31	1분기보고서	KRW	dart_NonOperatingIncome	      기타수익	139,283,206	139,283,206	727,869,064	727,869,064		
손익계산서, 기능별 분류 - 별도	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	      영업이익	26,665,180,610	26,665,180,610	5,785,648,818	5,785,648,818		
손익계산서, 기능별 분류 - 별도	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	      매출원가	402,136,280	402,136,280	1,027,805,753	1,027,805,753		
손익계산서, 기능별 분류 - 별도	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-03-31	1분기보고서	KRW	dart_BasicEarningsLossPerSharePreferredStock	         우선주 기본 및 희석주당이익	1,153	1,153	174	174		
손익계산서, 기능별 분류 - 별도	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         보통주 기본 및 희석주당이익	1,141	1,141	161	161		
손익계산서, 기능별 분류 - 별도	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	      금융비용	3,698,029,737	3,698,029,737	4,844,745,675	4,844,745,675		
손익계산서, 기능별 분류 - 별도	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	      금융수익	2,874,918,521	2,874,918,521	2,706,666,732	2,706,666,732		
손익계산서, 기능별 분류 - 별도	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	      매출총이익	29,561,425,666	29,561,425,666	8,664,705,948	8,664,705,948		
손익계산서, 기능별 분류 - 별도	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용	157,970,584	157,970,584	560,061,845	560,061,845		
손익계산서, 기능별 분류 - 별도	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	      분기순이익(손실)	25,823,170,296	25,823,170,296	3,667,882,181	3,667,882,181		
손익계산서, 기능별 분류 - 별도	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)	25,981,140,880	25,981,140,880	4,227,944,026	4,227,944,026		
손익계산서, 기능별 분류 - 별도	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_Revenue	      매출액	29,963,561,946	29,963,561,946	9,692,511,701	9,692,511,701		
손익계산서, 기능별 분류 - 별도	[000210]	DL	유가증권시장상장법인	201	기초 화학물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_SellingGeneralAndAdministrativeExpense	      판매비및관리비	2,896,245,056	2,896,245,056	2,879,057,130	2,879,057,130		
손익계산서, 기능별 분류 - 별도	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-03-31	1분기보고서	KRW	dart_NonOperatingExpense	      기타비용	26,999,035,386	26,999,035,386	72,989,838,432	72,989,838,432		
손익계산서, 기능별 분류 - 별도	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-03-31	1분기보고서	KRW	dart_NonOperatingIncome	      기타수익	21,212,933,853	21,212,933,853	33,135,261,270	33,135,261,270		
손익계산서, 기능별 분류 - 별도	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)	54,382,087,088	54,382,087,088	27,988,639,855	27,988,639,855		
손익계산서, 기능별 분류 - 별도	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-03-31	1분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비	76,368,555,392	76,368,555,392	89,320,895,773	89,320,895,773		
손익계산서, 기능별 분류 - 별도	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	      매출원가	982,162,430,220	982,162,430,220	1,021,548,522,635	1,021,548,522,635		
손익계산서, 기능별 분류 - 별도	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-03-31	1분기보고서	KRW	dart_BasicEarningsLossPerSharePreferredStock	         우선주 기본 및 희석주당이익(손실)	429	429	113	113		
손익계산서, 기능별 분류 - 별도	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         보통주 기본 및 희석주당이익(손실)	417	417	82	82		
손익계산서, 기능별 분류 - 별도	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	      금융원가	44,737,515,394	44,737,515,394	21,146,620,687	21,146,620,687		
손익계산서, 기능별 분류 - 별도	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	      금융수익	20,579,623,275	20,579,623,275	44,585,666,995	44,585,666,995		
손익계산서, 기능별 분류 - 별도	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	      매출총이익	130,750,642,480	130,750,642,480	117,309,535,628	117,309,535,628		
손익계산서, 기능별 분류 - 별도	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)	7,300,609,033	7,300,609,033	8,038,947,661	8,038,947,661		
손익계산서, 기능별 분류 - 별도	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	      분기순이익	17,137,484,403	17,137,484,403	3,534,161,340	3,534,161,340		
손익계산서, 기능별 분류 - 별도	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)	24,438,093,436	24,438,093,436	11,573,109,001	11,573,109,001		
손익계산서, 기능별 분류 - 별도	[375500]	DL이앤씨	유가증권시장상장법인	412	토목 건설업	12	2025-03-31	1분기보고서	KRW	ifrs-full_Revenue	      매출액	1,112,913,072,700	1,112,913,072,700	1,138,858,058,263	1,138,858,058,263		
손익계산서, 기능별 분류 - 별도	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2025-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)	43,446,398,054	43,446,398,054	82,757,118,534	82,757,118,534		
손익계산서, 기능별 분류 - 별도	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2025-03-31	1분기보고서	KRW	dart_OtherGains	      기타수익	11,743,322,314	11,743,322,314	7,527,755,627	7,527,755,627		
손익계산서, 기능별 분류 - 별도	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2025-03-31	1분기보고서	KRW	dart_OtherLosses	      기타비용	2,651,624,821	2,651,624,821	2,091,895,371	2,091,895,371		
손익계산서, 기능별 분류 - 별도	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2025-03-31	1분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비및관리비	44,119,615,040	44,119,615,040	39,835,518,355	39,835,518,355		
손익계산서, 기능별 분류 - 별도	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	      매출원가	356,822,182,313	356,822,182,313	379,014,112,349	379,014,112,349		
손익계산서, 기능별 분류 - 별도	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         보통주 기본 및 희석 주당이익(손실)	3,203	3,203	2,805	2,805		
손익계산서, 기능별 분류 - 별도	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	      금융비용	21,793,606,923	21,793,606,923	68,022,092,879	68,022,092,879		
손익계산서, 기능별 분류 - 별도	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	      금융수익	4,782,513,321	4,782,513,321	12,209,445,681	12,209,445,681		
손익계산서, 기능별 분류 - 별도	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	      매출총이익	87,566,013,094	87,566,013,094	122,592,636,889	122,592,636,889		
손익계산서, 기능별 분류 - 별도	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)	6,281,639,024	6,281,639,024	6,770,074,719	6,770,074,719		
손익계산서, 기능별 분류 - 별도	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	      분기순이익(손실)	29,245,362,921	29,245,362,921	25,610,256,873	25,610,256,873		
손익계산서, 기능별 분류 - 별도	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)	35,527,001,945	35,527,001,945	32,380,331,592	32,380,331,592		
손익계산서, 기능별 분류 - 별도	[null]	DL케미칼	기타법인	202	합성고무 및 플라스틱 물질 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_Revenue	      매출액	444,388,195,407	444,388,195,407	501,606,749,238	501,606,749,238		
손익계산서, 기능별 분류 - 별도	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2025-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)	5,164,234,263	5,164,234,263	4,347,168,979	4,347,168,979		
손익계산서, 기능별 분류 - 별도	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2025-03-31	1분기보고서	KRW	dart_OtherGains	      기타이익	911,980,132	911,980,132	1,129,744,324	1,129,744,324		
손익계산서, 기능별 분류 - 별도	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2025-03-31	1분기보고서	KRW	dart_OtherLosses	      기타비용	726,044,049	726,044,049	353,495,006	353,495,006		
손익계산서, 기능별 분류 - 별도	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2025-03-31	1분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비	3,610,233,874	3,610,233,874	3,217,321,265	3,217,321,265		
손익계산서, 기능별 분류 - 별도	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	      매출원가	42,340,853,903	42,340,853,903	38,259,975,105	38,259,975,105		
손익계산서, 기능별 분류 - 별도	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         기본주당이익(손실)	269	269	258	258		
손익계산서, 기능별 분류 - 별도	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	      금융비용	1,714,406,183	1,714,406,183	2,638,669,742	2,638,669,742		
손익계산서, 기능별 분류 - 별도	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	      금융수익	1,851,799,523	1,851,799,523	2,762,527,680	2,762,527,680		
손익계산서, 기능별 분류 - 별도	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	      매출총이익	8,774,468,137	8,774,468,137	7,564,490,244	7,564,490,244		
손익계산서, 기능별 분류 - 별도	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)	1,182,550,904	1,182,550,904	1,121,044,443	1,121,044,443		
손익계산서, 기능별 분류 - 별도	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	      당기순이익(손실)	4,305,012,782	4,305,012,782	4,126,231,792	4,126,231,792		
손익계산서, 기능별 분류 - 별도	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)	5,487,563,686	5,487,563,686	5,247,276,235	5,247,276,235		
손익계산서, 기능별 분류 - 별도	[155660]	DSR	유가증권시장상장법인	242	1차 비철금속 제조업	12	2025-03-31	1분기보고서	KRW	ifrs-full_Revenue	      수익(매출액)	51,115,322,040	51,115,322,040	45,824,465,349	45,824,465,349		
손익계산서, 기능별 분류 - 별도	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2025-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)	160,337,000,000	160,337,000,000	418,778,000,000	418,778,000,000		
손익계산서, 기능별 분류 - 별도	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2025-03-31	1분기보고서	KRW	dart_OtherGains	      기타이익	15,000,000	15,000,000	11,000,000	11,000,000		
손익계산서, 기능별 분류 - 별도	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2025-03-31	1분기보고서	KRW	dart_OtherLosses	      기타손실	41,000,000	41,000,000	19,000,000	19,000,000		
손익계산서, 기능별 분류 - 별도	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2025-03-31	1분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비	20,347,000,000	20,347,000,000	21,202,000,000	21,202,000,000		
손익계산서, 기능별 분류 - 별도	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2025-03-31	1분기보고서	KRW	entity00500254_BasicEarningsLossPerSharePreferredStocKOfEarningsPerShareAbstract	         우선주기본주당순이익(손실)	1,660	1,660	4,370	4,370		
손익계산서, 기능별 분류 - 별도	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2025-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         기본주당이익(손실) 합계	1,647	1,647	4,357	4,357		
손익계산서, 기능별 분류 - 별도	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2025-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	      금융원가	2,160,000,000	2,160,000,000	10,181,000,000	10,181,000,000		
손익계산서, 기능별 분류 - 별도	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2025-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	      금융수익	3,355,000,000	3,355,000,000	10,120,000,000	10,120,000,000		
손익계산서, 기능별 분류 - 별도	[078930]	GS	유가증권시장상장법인	649	기타 금융업	12	2025-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	      매출총이익	180,684,000,000	180,684,000,000	439,980,000,000	439,980,000,000		
